name,address,price,psf,description,bedroom,bathroom,carpark
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,500",(RM 2.62 per sq. ft.),Serviced Residence  •  Built-up : 953 sq. ft.  •  Fully furnished,2,2,1
"The Scott Garden SOHO, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 1,400",(RM 1.81 per sq. ft.),Serviced Residence | Duplex  •  Built-up : 775 sq. ft.  •  Fully furnished,1,2,1
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 3,100",(RM 2.97 per sq. ft.),"Serviced Residence  •  Built-up : 1,044 sq. ft.  •  Fully furnished",3,2,2
"St Mary Residences, KLCC, City Centre","City Centre, Kuala Lumpur","RM 4,500",(RM 3.98 per sq. ft.),"Serviced Residence  •  Built-up : 1,131 sq. ft.  •  Fully furnished",1,1,1
"St Mary Residences, KLCC, City Centre","City Centre, Kuala Lumpur","RM 5,800",(RM 4.02 per sq. ft.),"Serviced Residence  •  Built-up : 1,442 sq. ft.  •  Fully furnished",2+1,3,1
"10 Stonor, KLCC","KLCC, Kuala Lumpur","RM 4,000",(RM 4.99 per sq. ft.),Condominium  •  Built-up : 801 sq. ft.  •  Fully furnished,2,2,1
"Casa Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","RM 3,000",(RM 2.43 per sq. ft.),"Condominium  •  Built-up : 1,235 sq. ft.",3,3,2
"Aria, KLCC","KLCC, Kuala Lumpur","RM 3,200",(RM 5.08 per sq. ft.),Serviced Residence  •  Built-up : 630 sq. ft.  •  Fully furnished,1,1,1
"Aria, KLCC","KLCC, Kuala Lumpur","RM 6,000",(RM 5.18 per sq. ft.),"Serviced Residence  •  Built-up : 1,159 sq. ft.  •  Fully furnished",2,2,1
"Paraiso Residence @ The Earth, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 2,900",(RM 2.37 per sq. ft.),"Serviced Residence  •  Built-up : 1,226 sq. ft.  •  Fully furnished",3,2,2
"Sofiya Residensi, Desa ParkCity","Desa ParkCity, Kuala Lumpur","RM 1,900",(RM 2.2 per sq. ft.),Apartment | Intermediate  •  Built-up : 862 sq. ft.  •  Partly furnished,3,2,1
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","RM 3,200",(RM 3.07 per sq. ft.),"Serviced Residence  •  Built-up : 1,044 sq. ft.  •  Fully furnished",3,2,2
"The Edge of U Thant, Kuala Lumpur, KLCC","KLCC, Kuala Lumpur","RM 11,000",(RM 2.5 per sq. ft.),"Bungalow | Intermediate  •  Built-up : 4,400 sq. ft.  •  Partly furnished",4+1,5,3
"The Edge of U-Thant, Taman U Thant, Ampang Hilir, Ampang Hilir","Ampang Hilir, Kuala Lumpur","RM 14,500",(RM 2.74 per sq. ft.),"3-sty Terrace/Link House | Corner lot  •  Built-up : 5,300 sq. ft.  •  Partly furnished",4+1,5,3
"Desa Green, Taman Desa","Taman Desa, Kuala Lumpur","RM 1,500",(RM 2.1 per sq. ft.),Serviced Residence  •  Built-up : 715 sq. ft.  •  Fully furnished,2,2,1
"Service Suites @ Pavilion Embassy, Kampung Datuk Keramat, Keramat","Keramat, Kuala Lumpur","RM 3,600",(RM 4.65 per sq. ft.),Serviced Residence  •  Built-up : 775 sq. ft.,2,2,1
